id,horario_trabalho,biorritmo,nivel_escolaridade,gosta_ler,lugar_animado,gosta_cinema,animal_estimacao,cozinha,esporte,dieta_especial,fumador,recebe_visitas,organizada_relaxada,musica_tipo,musica_alto,plano_perfeito,instrumento
3623,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,nao
3624,manha,noturno,medio,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
3625,noite,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
3626,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,nao
3627,manha,madrugador,superior,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
3628,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
3629,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
3630,noite,madrugador,medio,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,funk,nao,sair,sim
3631,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,rock,nao,casa,nao
3632,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,organizada,rock,nao,casa,nao
3633,noite,noturno,medio,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
3634,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,rock,sim,sair,sim
3635,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,casa,sim
3636,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3637,noite,madrugador,medio,nao,sim,nao,nao,pedir,nao,nao,sim,nao,organizada,funk,sim,sair,sim
3638,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,casa,sim
3639,noite,noturno,medio,sim,sim,nao,nao,pedir,nao,sim,nao,sim,organizada,funk,sim,casa,sim
3640,manha,madrugador,superior,nao,sim,nao,sim,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
3641,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,sim,nao,organizada,rock,nao,casa,nao
3642,manha,noturno,fundamental,nao,sim,nao,sim,pedir,nao,nao,nao,sim,organizada,sertanejo,nao,casa,nao
3643,manha,madrugador,medio,nao,nao,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,sertanejo,sim,casa,nao
3644,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,organizada,sertanejo,nao,casa,nao
3645,noite,madrugador,superior,sim,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
3646,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,casa,sim
3647,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,sim,organizada,sertanejo,nao,casa,nao
3648,noite,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,sim
3649,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3650,manha,madrugador,medio,sim,nao,sim,sim,pedir,sim,nao,nao,nao,relaxada,rock,nao,casa,nao
3651,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,classica,sim,sair,sim
3652,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
3653,manha,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
3654,manha,madrugador,superior,sim,nao,sim,sim,pedir,sim,sim,nao,sim,relaxada,sertanejo,sim,casa,nao
3655,manha,madrugador,fundamental,sim,sim,sim,nao,cozinhar,nao,nao,nao,nao,organizada,rock,nao,sair,nao
3656,manha,noturno,medio,sim,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3657,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3658,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,sair,nao
3659,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,sim,casa,nao
3660,noite,madrugador,superior,nao,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
3661,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,sair,sim
3662,manha,madrugador,superior,sim,nao,nao,nao,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,sim,casa,sim
3663,noite,noturno,medio,sim,nao,sim,sim,cozinhar,nao,sim,nao,sim,relaxada,rock,sim,sair,sim
3664,noite,noturno,superior,nao,nao,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,nao
3665,manha,madrugador,fundamental,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,sim,casa,nao
3666,manha,madrugador,superior,nao,sim,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3667,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,sim,nao,relaxada,sertanejo,nao,casa,nao
3668,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,nao,sim,relaxada,funk,nao,sair,sim
3669,noite,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,casa,nao
3670,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3671,noite,noturno,fundamental,sim,nao,sim,sim,pedir,nao,sim,nao,nao,relaxada,rock,nao,casa,nao
3672,noite,madrugador,medio,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,nao
3673,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,rock,nao,sair,sim
3674,noite,madrugador,medio,nao,nao,nao,nao,pedir,nao,nao,sim,sim,relaxada,funk,sim,sair,sim
3675,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,nao,relaxada,classica,sim,sair,sim
3676,noite,madrugador,medio,nao,sim,nao,sim,cozinhar,sim,sim,nao,nao,organizada,funk,nao,casa,sim
3677,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
3678,noite,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,sim,sim,organizada,rock,nao,casa,sim
3679,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3680,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
3681,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3682,noite,noturno,superior,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
3683,noite,noturno,medio,sim,sim,nao,nao,pedir,nao,nao,sim,sim,organizada,funk,sim,sair,sim
3684,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,nao,sair,sim
3685,noite,madrugador,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,sim,casa,nao
3686,manha,noturno,superior,sim,sim,sim,sim,pedir,sim,sim,nao,nao,organizada,sertanejo,nao,casa,nao
3687,noite,madrugador,fundamental,nao,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,nao
3688,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
3689,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,sair,nao
3690,noite,madrugador,medio,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
3691,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,sair,sim
3692,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,sair,nao
3693,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,sim,nao,nao,organizada,sertanejo,nao,casa,nao
3694,noite,noturno,medio,nao,sim,sim,nao,cozinhar,sim,nao,sim,sim,relaxada,funk,nao,sair,sim
3695,noite,noturno,medio,nao,nao,nao,nao,pedir,nao,nao,sim,sim,organizada,sertanejo,sim,sair,sim
3696,noite,noturno,fundamental,sim,nao,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,nao
3697,noite,noturno,medio,sim,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,nao,sair,sim
3698,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
3699,manha,noturno,fundamental,nao,nao,nao,sim,cozinhar,sim,nao,nao,nao,organizada,rock,sim,sair,nao
3700,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,sim,nao,nao,relaxada,sertanejo,nao,casa,nao
3701,noite,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
3702,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3703,manha,madrugador,superior,sim,nao,nao,sim,pedir,nao,nao,nao,sim,organizada,sertanejo,nao,casa,nao
3704,manha,madrugador,fundamental,nao,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3705,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
3706,noite,noturno,superior,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,funk,nao,casa,nao
3707,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,rock,sim,sair,sim
3708,noite,noturno,medio,sim,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3709,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,classica,sim,sair,sim
3710,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
3711,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,sim,sim,nao,organizada,sertanejo,nao,casa,nao
3712,noite,madrugador,fundamental,nao,sim,sim,sim,cozinhar,nao,nao,nao,sim,relaxada,rock,nao,casa,sim
3713,noite,madrugador,medio,sim,nao,sim,nao,cozinhar,sim,nao,sim,nao,organizada,rock,nao,casa,nao
3714,noite,noturno,medio,nao,sim,sim,nao,pedir,nao,nao,sim,sim,relaxada,funk,sim,sair,sim
3715,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,sim,nao,nao,organizada,rock,nao,casa,nao
3716,noite,noturno,fundamental,nao,sim,sim,sim,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3717,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
3718,noite,noturno,fundamental,nao,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,sim
3719,manha,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
3720,noite,noturno,medio,nao,nao,sim,nao,pedir,sim,nao,nao,nao,relaxada,funk,sim,casa,sim
3721,manha,madrugador,medio,sim,nao,nao,nao,cozinhar,sim,nao,nao,nao,organizada,classica,nao,casa,sim
3722,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,sim,sair,nao
3723,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,relaxada,funk,nao,sair,sim
3724,manha,madrugador,superior,nao,nao,nao,nao,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3725,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,classica,sim,sair,sim
3726,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,nao,sair,sim
3727,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,casa,nao
3728,manha,madrugador,superior,sim,sim,sim,sim,pedir,nao,nao,nao,sim,organizada,sertanejo,sim,casa,nao
3729,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3730,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,sair,sim
3731,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
3732,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
3733,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
3734,noite,madrugador,superior,sim,sim,sim,nao,cozinhar,sim,sim,sim,sim,organizada,classica,nao,sair,nao
3735,manha,madrugador,medio,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3736,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
3737,manha,madrugador,medio,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,sair,nao
3738,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
3739,manha,madrugador,medio,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,funk,nao,sair,sim
3740,manha,madrugador,medio,sim,sim,sim,sim,pedir,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3741,noite,madrugador,superior,nao,sim,nao,nao,pedir,nao,sim,nao,sim,relaxada,classica,sim,sair,sim
3742,noite,noturno,fundamental,nao,sim,nao,nao,pedir,nao,sim,nao,sim,relaxada,funk,sim,sair,nao
3743,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
3744,manha,madrugador,fundamental,nao,nao,sim,sim,pedir,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
3745,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,sair,nao
3746,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
3747,manha,noturno,fundamental,nao,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,funk,nao,sair,sim
3748,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,rock,nao,casa,nao
3749,noite,noturno,superior,nao,sim,sim,nao,cozinhar,sim,sim,sim,sim,organizada,classica,nao,sair,sim
3750,manha,noturno,medio,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,casa,sim
3751,manha,noturno,superior,sim,nao,nao,sim,cozinhar,sim,nao,nao,sim,organizada,sertanejo,nao,casa,nao
3752,manha,madrugador,superior,sim,nao,sim,sim,pedir,sim,nao,sim,nao,organizada,sertanejo,nao,casa,nao
3753,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,classica,sim,sair,sim
3754,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,sim,nao,nao,organizada,sertanejo,nao,sair,nao
3755,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3756,manha,noturno,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,rock,nao,sair,sim
3757,noite,noturno,medio,nao,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,nao
3758,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,funk,sim,casa,sim
3759,noite,noturno,medio,nao,sim,nao,nao,pedir,nao,nao,nao,sim,relaxada,funk,sim,sair,sim
3760,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,sertanejo,sim,sair,sim
3761,manha,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,sertanejo,sim,sair,sim
3762,noite,noturno,superior,nao,sim,sim,sim,pedir,sim,nao,sim,sim,relaxada,classica,sim,sair,sim
3763,noite,noturno,superior,nao,sim,nao,sim,cozinhar,sim,sim,sim,sim,relaxada,sertanejo,sim,casa,sim
3764,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
3765,noite,madrugador,medio,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3766,noite,madrugador,medio,sim,nao,nao,nao,pedir,nao,sim,nao,sim,organizada,funk,sim,sair,sim
3767,manha,madrugador,medio,sim,sim,sim,nao,pedir,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
3768,manha,noturno,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,sertanejo,sim,casa,nao
3769,noite,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,sertanejo,sim,casa,nao
3770,noite,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
3771,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,organizada,classica,sim,sair,sim
3772,manha,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,nao,sim,relaxada,classica,sim,sair,sim
3773,manha,noturno,medio,sim,nao,nao,nao,cozinhar,nao,nao,nao,nao,organizada,rock,sim,sair,nao
3774,noite,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,sim,nao,sim,organizada,sertanejo,nao,casa,nao
3775,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,sim,sim,organizada,sertanejo,nao,sair,nao
3776,noite,noturno,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
3777,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,sim
3778,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,sair,nao
3779,manha,noturno,fundamental,nao,sim,sim,nao,cozinhar,nao,nao,nao,sim,organizada,rock,nao,casa,sim
3780,noite,noturno,medio,sim,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
3781,manha,madrugador,fundamental,nao,nao,nao,nao,pedir,sim,nao,sim,sim,relaxada,rock,nao,casa,nao
3782,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,sim,nao,nao,organizada,rock,nao,casa,nao
3783,noite,noturno,superior,nao,sim,nao,sim,pedir,nao,sim,nao,sim,relaxada,classica,nao,sair,sim
3784,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,rock,sim,casa,sim
3785,noite,madrugador,superior,sim,nao,sim,sim,pedir,nao,sim,nao,nao,organizada,sertanejo,sim,casa,nao
3786,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,sim,nao,nao,nao,organizada,rock,nao,casa,nao
3787,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3788,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
3789,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
3790,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3791,noite,noturno,medio,nao,sim,sim,nao,cozinhar,nao,sim,nao,sim,relaxada,funk,sim,sair,sim
3792,noite,madrugador,medio,nao,sim,sim,nao,pedir,sim,nao,nao,sim,relaxada,funk,sim,sair,sim
3793,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
3794,manha,noturno,fundamental,nao,nao,nao,sim,cozinhar,nao,sim,nao,sim,organizada,sertanejo,nao,casa,nao
3795,manha,noturno,superior,nao,nao,nao,sim,pedir,nao,sim,nao,nao,organizada,funk,nao,casa,nao
3796,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,nao,casa,sim
3797,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
3798,noite,madrugador,superior,nao,nao,nao,nao,pedir,sim,sim,nao,sim,relaxada,classica,sim,casa,sim
3799,manha,madrugador,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
3800,manha,noturno,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
3801,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
3802,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,sim
3803,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
3804,manha,noturno,superior,sim,sim,sim,nao,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3805,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,sim,nao,nao,organizada,funk,nao,casa,nao
3806,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,rock,nao,casa,sim
3807,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
3808,manha,noturno,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
3809,noite,madrugador,medio,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,nao,casa,sim
3810,manha,madrugador,fundamental,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,funk,nao,casa,nao
3811,noite,madrugador,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,organizada,sertanejo,sim,casa,sim
3812,noite,noturno,fundamental,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3813,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,sair,nao
3814,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,nao,sim,relaxada,classica,sim,sair,sim
3815,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,classica,nao,casa,nao
3816,manha,noturno,superior,sim,nao,sim,sim,cozinhar,nao,sim,sim,nao,relaxada,sertanejo,nao,sair,sim
3817,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,classica,nao,casa,nao
3818,noite,noturno,medio,sim,sim,sim,nao,pedir,sim,sim,nao,nao,relaxada,funk,sim,sair,sim
3819,noite,madrugador,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,sim,casa,nao
3820,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,sim,relaxada,sertanejo,nao,casa,nao
3821,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
3822,manha,madrugador,fundamental,sim,nao,sim,nao,pedir,sim,sim,nao,nao,organizada,funk,nao,casa,nao
3823,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3824,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,sim,sim,relaxada,rock,nao,sair,nao
3825,noite,madrugador,medio,nao,sim,nao,nao,pedir,sim,nao,nao,nao,relaxada,funk,sim,sair,nao
3826,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3827,noite,noturno,medio,nao,nao,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,funk,sim,casa,sim
3828,noite,noturno,medio,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
3829,noite,noturno,medio,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
3830,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,nao,sim,relaxada,funk,nao,sair,sim
3831,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3832,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,nao,nao,organizada,funk,sim,casa,sim
3833,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
3834,noite,madrugador,superior,nao,sim,nao,sim,pedir,nao,sim,nao,sim,relaxada,classica,sim,sair,sim
3835,noite,noturno,superior,nao,sim,nao,nao,cozinhar,sim,nao,sim,sim,organizada,classica,sim,casa,sim
3836,manha,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
3837,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,nao,sim,nao,organizada,rock,nao,casa,nao
3838,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
3839,noite,noturno,fundamental,nao,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,rock,nao,sair,nao
3840,noite,madrugador,superior,nao,nao,sim,nao,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
3841,manha,madrugador,superior,sim,sim,sim,nao,cozinhar,nao,nao,nao,sim,relaxada,rock,nao,sair,nao
3842,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,nao
3843,manha,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
3844,manha,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
3845,manha,noturno,medio,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3846,manha,madrugador,superior,nao,sim,nao,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,casa,nao
3847,noite,noturno,fundamental,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,nao
3848,manha,noturno,superior,sim,nao,sim,nao,cozinhar,nao,sim,nao,nao,organizada,rock,sim,casa,nao
3849,noite,madrugador,superior,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
3850,manha,madrugador,superior,sim,sim,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3851,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
3852,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
