id,horario_trabalho,biorritmo,nivel_escolaridade,gosta_ler,lugar_animado,gosta_cinema,animal_estimacao,cozinha,esporte,dieta_especial,fumador,recebe_visitas,organizada_relaxada,musica_tipo,musica_alto,plano_perfeito,instrumento
9957,noite,madrugador,fundamental,nao,sim,nao,sim,cozinhar,sim,sim,nao,nao,relaxada,classica,sim,sair,sim
9958,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
9959,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
9960,manha,madrugador,superior,sim,sim,sim,nao,cozinhar,nao,nao,nao,sim,relaxada,sertanejo,nao,sair,nao
9961,noite,madrugador,medio,sim,sim,sim,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,sair,sim
9962,manha,madrugador,fundamental,sim,sim,sim,nao,cozinhar,nao,sim,nao,nao,organizada,classica,nao,casa,nao
9963,noite,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,nao,relaxada,funk,nao,sair,sim
9964,noite,madrugador,medio,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,nao
9965,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
9966,manha,madrugador,fundamental,sim,nao,sim,nao,pedir,nao,nao,nao,nao,organizada,classica,nao,sair,nao
9967,noite,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
9968,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
9969,manha,madrugador,medio,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
9970,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,sim,sim,nao,organizada,rock,nao,sair,nao
9971,noite,madrugador,superior,nao,sim,nao,nao,pedir,nao,sim,sim,nao,relaxada,sertanejo,sim,sair,sim
9972,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,sim
9973,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
9974,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,casa,sim
9975,noite,noturno,fundamental,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,nao
9976,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,sim,nao,organizada,rock,sim,casa,nao
9977,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,nao,sim,relaxada,funk,sim,sair,nao
9978,noite,noturno,medio,sim,sim,nao,sim,pedir,nao,nao,sim,nao,organizada,rock,nao,casa,nao
9979,manha,noturno,medio,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,funk,sim,casa,nao
9980,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,sim
9981,manha,noturno,superior,sim,nao,nao,sim,pedir,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
9982,noite,madrugador,superior,nao,nao,sim,sim,pedir,sim,nao,nao,nao,organizada,rock,nao,casa,nao
9983,manha,madrugador,superior,nao,nao,sim,nao,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,sair,nao
9984,noite,noturno,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,sim,nao,organizada,rock,nao,casa,nao
9985,manha,noturno,medio,nao,sim,nao,sim,cozinhar,nao,nao,sim,nao,organizada,rock,nao,casa,sim
9986,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,nao,casa,sim
9987,manha,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,nao,relaxada,funk,sim,sair,sim
9988,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,sair,nao
9989,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
9990,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,classica,nao,sair,sim
9991,manha,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,rock,sim,sair,sim
9992,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
9993,noite,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,rock,nao,casa,nao
9994,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,sim,nao,nao,nao,organizada,rock,sim,casa,sim
9995,manha,noturno,fundamental,sim,sim,sim,sim,cozinhar,nao,nao,nao,sim,organizada,rock,nao,casa,sim
9996,manha,madrugador,superior,sim,nao,nao,nao,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,casa,nao
9997,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
9998,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,nao,nao,sim,relaxada,funk,sim,casa,sim
9999,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
10000,manha,madrugador,fundamental,sim,sim,sim,nao,cozinhar,sim,sim,nao,sim,relaxada,rock,nao,casa,nao
10001,noite,madrugador,superior,nao,sim,nao,sim,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
10002,noite,noturno,medio,nao,sim,nao,nao,cozinhar,sim,nao,sim,sim,relaxada,classica,sim,casa,sim
10003,manha,madrugador,medio,sim,nao,sim,sim,pedir,sim,sim,nao,nao,organizada,sertanejo,nao,casa,nao
10004,manha,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,rock,sim,sair,sim
10005,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
10006,noite,noturno,medio,nao,sim,nao,sim,pedir,sim,sim,nao,sim,relaxada,funk,nao,sair,nao
10007,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,nao,nao,sim,relaxada,classica,sim,sair,sim
10008,manha,madrugador,superior,nao,sim,sim,nao,cozinhar,sim,sim,sim,sim,relaxada,rock,sim,sair,sim
10009,noite,madrugador,superior,nao,sim,nao,sim,pedir,sim,sim,sim,nao,relaxada,classica,sim,casa,sim
10010,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,relaxada,rock,sim,casa,nao
10011,noite,noturno,medio,sim,sim,nao,nao,pedir,nao,nao,sim,sim,organizada,funk,nao,sair,sim
10012,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
10013,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
10014,noite,madrugador,medio,nao,sim,nao,sim,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
10015,noite,madrugador,medio,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,nao
10016,manha,noturno,superior,sim,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
10017,noite,madrugador,superior,sim,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
10018,noite,noturno,superior,sim,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
10019,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,organizada,classica,sim,sair,sim
10020,noite,madrugador,fundamental,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
10021,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
10022,noite,noturno,medio,nao,nao,sim,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
10023,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,rock,sim,sair,sim
10024,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
10025,manha,madrugador,medio,nao,sim,nao,nao,cozinhar,nao,sim,nao,sim,relaxada,funk,sim,casa,sim
10026,manha,madrugador,superior,sim,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,casa,nao
10027,noite,noturno,medio,nao,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
10028,noite,madrugador,medio,sim,sim,nao,sim,pedir,nao,sim,nao,sim,relaxada,funk,nao,sair,sim
10029,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
10030,noite,madrugador,fundamental,nao,nao,sim,nao,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
10031,noite,madrugador,medio,sim,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,rock,sim,sair,sim
10032,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,sim,casa,nao
10033,manha,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,sair,nao
10034,noite,noturno,medio,sim,nao,sim,sim,pedir,nao,nao,nao,sim,organizada,funk,nao,casa,sim
10035,noite,madrugador,superior,sim,sim,sim,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,nao
10036,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,organizada,classica,nao,casa,sim
10037,manha,madrugador,fundamental,nao,sim,sim,sim,cozinhar,nao,nao,nao,sim,relaxada,rock,nao,casa,nao
10038,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,sim,nao,nao,sim,organizada,sertanejo,sim,casa,sim
10039,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,sair,sim
10040,noite,madrugador,superior,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10041,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
10042,manha,noturno,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
10043,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,rock,nao,sair,nao
10044,noite,noturno,medio,nao,nao,nao,nao,cozinhar,sim,nao,sim,sim,organizada,funk,sim,sair,sim
10045,noite,noturno,medio,sim,sim,nao,nao,pedir,nao,sim,sim,sim,organizada,funk,sim,sair,sim
10046,manha,noturno,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,organizada,rock,nao,casa,nao
10047,noite,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
10048,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,rock,nao,casa,sim
10049,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
10050,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
10051,noite,madrugador,medio,nao,sim,nao,nao,pedir,nao,nao,sim,sim,relaxada,classica,sim,sair,sim
10052,manha,noturno,fundamental,sim,nao,nao,sim,pedir,sim,sim,sim,nao,organizada,sertanejo,sim,sair,nao
10053,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,sim,nao,organizada,sertanejo,nao,casa,nao
10054,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,sim,sim,nao,nao,organizada,sertanejo,nao,sair,nao
10055,manha,madrugador,fundamental,nao,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,nao
10056,noite,noturno,superior,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,rock,sim,sair,sim
10057,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,casa,sim
10058,manha,noturno,superior,nao,nao,sim,sim,pedir,sim,sim,sim,sim,organizada,classica,sim,casa,sim
10059,noite,noturno,superior,nao,sim,sim,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10060,noite,noturno,medio,nao,sim,nao,nao,cozinhar,nao,sim,nao,sim,relaxada,classica,sim,sair,sim
10061,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
10062,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,nao,sair,sim
10063,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
10064,noite,madrugador,medio,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
10065,manha,madrugador,superior,nao,nao,nao,sim,pedir,nao,nao,nao,nao,relaxada,funk,sim,casa,nao
10066,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,sim
10067,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,sim,nao,sim,organizada,sertanejo,nao,sair,nao
10068,noite,madrugador,medio,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
10069,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
10070,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
10071,noite,noturno,medio,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,nao,casa,nao
10072,noite,madrugador,superior,nao,nao,nao,nao,pedir,sim,nao,sim,sim,organizada,classica,sim,sair,sim
10073,manha,madrugador,fundamental,sim,nao,sim,nao,pedir,nao,nao,sim,nao,organizada,rock,nao,sair,sim
10074,noite,noturno,medio,sim,sim,nao,sim,pedir,sim,nao,sim,sim,organizada,funk,sim,sair,sim
10075,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,sertanejo,nao,casa,sim
10076,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10077,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,sim,relaxada,rock,sim,casa,sim
10078,manha,madrugador,medio,nao,nao,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,nao,sair,sim
10079,noite,madrugador,superior,nao,sim,sim,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10080,noite,madrugador,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,nao
10081,noite,madrugador,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
10082,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,casa,nao
10083,noite,noturno,medio,nao,nao,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
10084,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,nao,nao,sim,organizada,classica,sim,sair,sim
10085,manha,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,sim
10086,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,sim,nao,sim,organizada,sertanejo,nao,casa,sim
10087,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,rock,nao,casa,sim
10088,noite,madrugador,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10089,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
10090,noite,noturno,superior,nao,sim,nao,sim,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
10091,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,casa,sim
10092,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,sim,sim,nao,nao,organizada,classica,nao,casa,nao
10093,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
10094,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
10095,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,sim,casa,nao
10096,noite,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,organizada,classica,nao,sair,sim
10097,noite,noturno,medio,sim,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,nao,sair,sim
10098,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,sim,nao,sim,relaxada,rock,sim,casa,nao
10099,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
10100,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,sim,nao,nao,organizada,sertanejo,nao,casa,sim
10101,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
10102,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
10103,manha,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,sair,sim
10104,noite,madrugador,superior,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,casa,nao
10105,manha,madrugador,fundamental,nao,sim,nao,sim,cozinhar,nao,sim,sim,nao,organizada,sertanejo,nao,casa,nao
10106,manha,noturno,medio,nao,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
10107,noite,madrugador,fundamental,nao,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
10108,manha,madrugador,fundamental,sim,sim,nao,nao,pedir,nao,nao,sim,nao,organizada,rock,nao,casa,nao
10109,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,casa,sim
10110,noite,madrugador,fundamental,nao,sim,nao,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10111,manha,madrugador,superior,nao,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,sair,nao
10112,manha,madrugador,fundamental,nao,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,sair,nao
10113,noite,noturno,medio,nao,sim,nao,sim,pedir,nao,sim,nao,sim,relaxada,funk,nao,sair,sim
10114,noite,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
10115,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,sim,nao,relaxada,classica,sim,casa,sim
10116,manha,madrugador,medio,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
10117,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,sim,relaxada,sertanejo,nao,casa,nao
10118,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,casa,nao
10119,manha,noturno,medio,nao,sim,nao,sim,pedir,sim,nao,sim,sim,relaxada,funk,nao,casa,sim
10120,noite,noturno,fundamental,nao,nao,sim,nao,cozinhar,nao,nao,sim,sim,organizada,funk,sim,sair,sim
10121,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,funk,nao,casa,sim
10122,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,nao,sim,sim,relaxada,classica,sim,sair,sim
10123,manha,madrugador,medio,nao,nao,sim,sim,cozinhar,nao,sim,sim,nao,organizada,rock,sim,sair,nao
10124,noite,noturno,medio,sim,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,nao
10125,noite,madrugador,fundamental,sim,sim,sim,nao,cozinhar,nao,nao,nao,sim,relaxada,rock,nao,casa,nao
10126,noite,madrugador,fundamental,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
10127,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
10128,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,nao,sair,nao
10129,manha,noturno,fundamental,sim,nao,nao,nao,cozinhar,sim,nao,sim,sim,relaxada,rock,sim,casa,sim
10130,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,nao,relaxada,rock,sim,sair,nao
10131,noite,noturno,superior,nao,nao,nao,sim,pedir,sim,sim,sim,nao,relaxada,sertanejo,sim,sair,sim
10132,manha,madrugador,superior,sim,nao,sim,nao,pedir,sim,nao,nao,nao,organizada,sertanejo,sim,casa,nao
10133,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,rock,nao,casa,nao
10134,manha,noturno,fundamental,sim,sim,nao,sim,cozinhar,nao,sim,nao,nao,organizada,rock,sim,casa,nao
10135,manha,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,sair,sim
10136,noite,noturno,fundamental,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
10137,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,nao,nao,relaxada,sertanejo,sim,sair,nao
10138,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
10139,noite,noturno,medio,sim,sim,sim,nao,pedir,nao,nao,sim,sim,relaxada,funk,sim,casa,nao
10140,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,casa,sim
10141,manha,madrugador,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,classica,nao,sair,sim
10142,noite,noturno,superior,sim,sim,nao,nao,cozinhar,sim,sim,sim,sim,organizada,classica,nao,sair,sim
10143,noite,madrugador,superior,sim,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
10144,manha,madrugador,medio,sim,sim,sim,sim,cozinhar,sim,nao,nao,sim,organizada,rock,sim,casa,nao
10145,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,nao,sair,sim
10146,noite,noturno,medio,nao,nao,nao,nao,cozinhar,sim,sim,nao,nao,relaxada,funk,sim,sair,sim
10147,manha,madrugador,superior,sim,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,sertanejo,sim,sair,sim
10148,noite,madrugador,superior,nao,sim,nao,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10149,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,nao,nao,sim,organizada,funk,nao,casa,nao
10150,manha,noturno,fundamental,sim,nao,sim,sim,pedir,nao,nao,sim,nao,organizada,rock,sim,sair,nao
10151,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,sim,casa,nao
10152,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,casa,sim
10153,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
10154,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,sim,nao,nao,nao,relaxada,rock,nao,casa,nao
10155,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10156,noite,madrugador,superior,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10157,manha,madrugador,fundamental,nao,nao,sim,sim,pedir,sim,nao,nao,nao,organizada,funk,nao,casa,nao
10158,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10159,noite,noturno,medio,nao,nao,sim,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,sair,sim
10160,manha,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,relaxada,sertanejo,nao,casa,sim
10161,manha,noturno,fundamental,nao,nao,sim,nao,cozinhar,nao,sim,nao,nao,organizada,sertanejo,sim,casa,sim
10162,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,casa,sim
10163,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,nao,nao,relaxada,funk,nao,sair,nao
10164,noite,noturno,medio,sim,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,nao
10165,manha,madrugador,superior,nao,nao,sim,sim,cozinhar,sim,sim,nao,nao,relaxada,sertanejo,nao,casa,nao
10166,noite,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,relaxada,rock,sim,casa,nao
10167,noite,madrugador,superior,nao,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10168,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,sair,nao
10169,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
10170,manha,madrugador,fundamental,sim,sim,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,nao
10171,noite,madrugador,superior,nao,sim,nao,sim,pedir,sim,nao,sim,sim,relaxada,classica,sim,sair,sim
10172,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,sim,nao,organizada,classica,nao,casa,nao
10173,noite,noturno,superior,nao,sim,nao,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
10174,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,sertanejo,nao,casa,nao
10175,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
10176,noite,madrugador,medio,nao,sim,nao,nao,pedir,sim,sim,nao,nao,organizada,funk,sim,sair,nao
10177,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,casa,sim
10178,noite,noturno,medio,nao,sim,sim,nao,pedir,nao,nao,nao,sim,relaxada,funk,sim,casa,sim
10179,manha,madrugador,superior,sim,nao,nao,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
10180,noite,noturno,medio,sim,sim,sim,nao,pedir,nao,nao,sim,sim,relaxada,sertanejo,sim,sair,sim
10181,noite,madrugador,fundamental,nao,nao,nao,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
10182,manha,madrugador,superior,sim,nao,sim,sim,pedir,sim,nao,nao,nao,relaxada,sertanejo,nao,casa,sim
10183,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,nao
10184,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,nao,nao,organizada,classica,nao,casa,sim
10185,noite,noturno,fundamental,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,sim
10186,manha,madrugador,superior,nao,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
